InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
110239,P1001,Wireless Mouse,4,2024-10-07,15.99,11149,United Kingdom,63.96
110239,P1004,Noise Cancelling Headphones,5,2023-06-15,120.0,10769,UAE,600.0
110239,P1006,Bluetooth Speaker,4,2024-08-20,55.0,11938,India,220.0
110240,P1008,External SSD 1TB,2,2024-07-29,140.0,10164,UAE,280.0
110241,P1004,Noise Cancelling Headphones,2,2024-04-13,120.0,11887,Singapore,240.0
110241,P1010,Ergonomic Chair Cushion,1,2024-09-28,30.0,10534,Germany,30.0
110241,P1001,Wireless Mouse,4,2023-02-17,15.99,10528,United Kingdom,63.96
110241,P1005,HD Webcam,2,2023-10-06,65.0,11315,Germany,130.0
110242,P1007,Gaming Mousepad,5,2023-10-01,18.75,11727,Germany,93.75
110242,P1006,Bluetooth Speaker,5,2023-05-25,55.0,11742,United Kingdom,275.0
110242,P1003,Laptop Stand,4,2023-08-17,35.0,11388,Singapore,140.0
110242,P1007,Gaming Mousepad,4,2024-06-26,18.75,11945,USA,75.0
110243,P1004,Noise Cancelling Headphones,1,2023-11-12,120.0,11092,USA,120.0
110243,P1005,HD Webcam,4,2023-03-14,65.0,11563,India,260.0
110244,P1007,Gaming Mousepad,5,2023-03-27,18.75,10233,Singapore,93.75
110245,P1002,USB Keyboard,4,2023-12-28,25.5,11176,Netherlands,102.0
110246,P1004,Noise Cancelling Headphones,2,2023-01-18,120.0,10186,USA,240.0
110246,P1004,Noise Cancelling Headphones,2,2023-10-01,120.0,10426,UAE,240.0
110246,P1006,Bluetooth Speaker,4,2023-03-24,55.0,10106,Germany,220.0
110246,P1007,Gaming Mousepad,3,2023-12-31,18.75,11933,France,56.25
110247,P1004,Noise Cancelling Headphones,4,2023-04-12,120.0,11338,Netherlands,480.0
110247,P1010,Ergonomic Chair Cushion,1,2023-07-10,30.0,10526,India,30.0
110248,P1001,Wireless Mouse,5,2023-10-14,15.99,10498,Germany,79.95
110249,P1001,Wireless Mouse,5,2023-10-12,15.99,10847,France,79.95
110249,P1005,HD Webcam,4,2023-04-07,65.0,11365,United Kingdom,260.0
110249,P1001,Wireless Mouse,3,2024-12-23,15.99,10104,USA,47.97
110249,P1003,Laptop Stand,5,2023-09-12,35.0,10914,France,175.0
110250,P1009,USB-C Hub,3,2024-08-14,45.0,10377,UAE,135.0
110251,P1003,Laptop Stand,5,2023-06-28,35.0,11485,USA,175.0
110251,P1003,Laptop Stand,2,2024-06-27,35.0,11711,USA,70.0
110252,P1009,USB-C Hub,1,2023-09-20,45.0,10226,UAE,45.0
110252,P1005,HD Webcam,5,2024-10-13,65.0,10986,USA,325.0
110253,P1008,External SSD 1TB,4,2024-11-29,140.0,10374,India,560.0
110253,P1010,Ergonomic Chair Cushion,2,2023-12-14,30.0,10183,France,60.0
110254,P1009,USB-C Hub,3,2023-01-14,45.0,10947,USA,135.0
110255,P1006,Bluetooth Speaker,1,2023-11-23,55.0,11357,United Kingdom,55.0
110255,P1007,Gaming Mousepad,3,2024-06-12,18.75,11980,India,56.25
110255,P1007,Gaming Mousepad,3,2024-10-24,18.75,10413,USA,56.25
110256,P1007,Gaming Mousepad,5,2024-08-11,18.75,10833,France,93.75
110257,P1004,Noise Cancelling Headphones,2,2023-01-20,120.0,10111,Netherlands,240.0
110257,P1002,USB Keyboard,1,2024-05-20,25.5,11014,Singapore,25.5
110257,P1002,USB Keyboard,2,2023-09-08,25.5,10245,France,51.0
110258,P1007,Gaming Mousepad,2,2024-10-06,18.75,11008,UAE,37.5
110258,P1010,Ergonomic Chair Cushion,5,2023-05-14,30.0,11741,UAE,150.0
110259,P1007,Gaming Mousepad,3,2024-10-04,18.75,11894,Netherlands,56.25
110259,P1010,Ergonomic Chair Cushion,2,2023-06-30,30.0,11992,United Kingdom,60.0
110259,P1007,Gaming Mousepad,3,2023-05-11,18.75,11621,United Kingdom,56.25
110259,P1008,External SSD 1TB,2,2024-01-27,140.0,10779,Germany,280.0
110260,P1003,Laptop Stand,1,2023-03-12,35.0,11610,France,35.0
110260,P1005,HD Webcam,4,2023-02-19,65.0,11031,United Kingdom,260.0
110260,P1006,Bluetooth Speaker,4,2023-04-20,55.0,11887,India,220.0
110261,P1008,External SSD 1TB,4,2024-08-05,140.0,11764,Netherlands,560.0
110261,P1008,External SSD 1TB,5,2023-03-16,140.0,10534,USA,700.0
110262,P1010,Ergonomic Chair Cushion,5,2023-01-21,30.0,10997,UAE,150.0
110262,P1003,Laptop Stand,3,2024-02-08,35.0,10241,UAE,105.0
110263,P1004,Noise Cancelling Headphones,5,2024-08-27,120.0,10489,France,600.0
110263,P1006,Bluetooth Speaker,4,2024-03-08,55.0,11045,USA,220.0
110263,P1004,Noise Cancelling Headphones,5,2024-04-08,120.0,11689,Netherlands,600.0
110264,P1010,Ergonomic Chair Cushion,4,2024-04-02,30.0,10966,United Kingdom,120.0
110264,P1004,Noise Cancelling Headphones,2,2023-10-21,120.0,11583,Netherlands,240.0
110264,P1005,HD Webcam,4,2023-10-16,65.0,10604,UAE,260.0
110264,P1010,Ergonomic Chair Cushion,4,2024-09-25,30.0,10763,Netherlands,120.0
110265,P1007,Gaming Mousepad,1,2024-07-24,18.75,11827,Netherlands,18.75
110265,P1002,USB Keyboard,1,2024-01-27,25.5,11247,Singapore,25.5
110266,P1002,USB Keyboard,1,2024-03-29,25.5,11298,UAE,25.5
110266,P1010,Ergonomic Chair Cushion,1,2023-12-09,30.0,10761,Netherlands,30.0
110266,P1009,USB-C Hub,4,2024-11-18,45.0,10895,Germany,180.0
110267,P1004,Noise Cancelling Headphones,3,2024-09-09,120.0,10267,France,360.0
110267,P1005,HD Webcam,1,2024-12-07,65.0,11787,India,65.0
110267,P1003,Laptop Stand,5,2024-07-03,35.0,10808,India,175.0
110267,P1002,USB Keyboard,5,2023-02-03,25.5,10357,France,127.5
110268,P1010,Ergonomic Chair Cushion,5,2023-05-12,30.0,11497,Singapore,150.0
110268,P1008,External SSD 1TB,4,2023-12-30,140.0,11727,UAE,560.0
110268,P1004,Noise Cancelling Headphones,2,2023-11-29,120.0,10107,UAE,240.0
110268,P1001,Wireless Mouse,2,2023-03-24,15.99,10369,UAE,31.98
110269,P1006,Bluetooth Speaker,1,2023-11-11,55.0,11118,United Kingdom,55.0
110269,P1006,Bluetooth Speaker,5,2024-01-17,55.0,11192,Netherlands,275.0
110270,P1002,USB Keyboard,1,2023-01-08,25.5,10972,India,25.5
110271,P1002,USB Keyboard,4,2024-03-20,25.5,10898,United Kingdom,102.0
110272,P1008,External SSD 1TB,5,2023-04-23,140.0,11453,United Kingdom,700.0
110272,P1007,Gaming Mousepad,1,2024-09-07,18.75,10604,United Kingdom,18.75
110273,P1002,USB Keyboard,3,2023-11-02,25.5,10703,Singapore,76.5
110273,P1010,Ergonomic Chair Cushion,4,2023-03-25,30.0,11311,France,120.0
110273,P1001,Wireless Mouse,4,2023-05-24,15.99,10765,Germany,63.96
110273,P1008,External SSD 1TB,4,2023-07-09,140.0,10475,Singapore,560.0
110274,P1010,Ergonomic Chair Cushion,3,2023-02-25,30.0,11355,France,90.0
110274,P1002,USB Keyboard,2,2024-02-16,25.5,11145,USA,51.0
110275,P1005,HD Webcam,2,2024-12-14,65.0,11235,India,130.0
110275,P1006,Bluetooth Speaker,3,2024-09-12,55.0,10900,UAE,165.0
110275,P1010,Ergonomic Chair Cushion,2,2023-01-21,30.0,11821,Germany,60.0
110276,P1001,Wireless Mouse,3,2024-09-21,15.99,10624,UAE,47.97
110277,P1002,USB Keyboard,1,2024-09-04,25.5,10371,Netherlands,25.5
110277,P1010,Ergonomic Chair Cushion,3,2023-10-27,30.0,10871,Singapore,90.0
110277,P1004,Noise Cancelling Headphones,2,2024-07-06,120.0,11188,UAE,240.0
110278,P1002,USB Keyboard,3,2023-10-18,25.5,11906,France,76.5
110278,P1006,Bluetooth Speaker,3,2023-02-25,55.0,10010,Netherlands,165.0
110279,P1004,Noise Cancelling Headphones,5,2023-04-29,120.0,11542,Singapore,600.0
110279,P1003,Laptop Stand,3,2024-04-13,35.0,10189,USA,105.0
110280,P1006,Bluetooth Speaker,2,2024-02-05,55.0,10624,India,110.0
110280,P1009,USB-C Hub,4,2023-11-15,45.0,11538,India,180.0
110280,P1008,External SSD 1TB,1,2024-12-14,140.0,11124,USA,140.0
110280,P1002,USB Keyboard,3,2023-02-03,25.5,10024,UAE,76.5
110281,P1003,Laptop Stand,2,2024-09-30,35.0,11188,USA,70.0
110281,P1002,USB Keyboard,2,2024-03-30,25.5,10211,Netherlands,51.0
110281,P1010,Ergonomic Chair Cushion,5,2024-11-02,30.0,10346,Germany,150.0
110281,P1007,Gaming Mousepad,2,2023-09-10,18.75,10426,Singapore,37.5
110282,P1009,USB-C Hub,4,2024-06-05,45.0,11195,Netherlands,180.0
110282,P1001,Wireless Mouse,2,2024-09-11,15.99,10647,India,31.98
110282,P1003,Laptop Stand,4,2024-03-15,35.0,10851,Germany,140.0
110282,P1006,Bluetooth Speaker,1,2024-05-10,55.0,10623,India,55.0
110283,P1004,Noise Cancelling Headphones,3,2023-02-04,120.0,11492,United Kingdom,360.0
110283,P1010,Ergonomic Chair Cushion,1,2024-06-28,30.0,10612,India,30.0
110283,P1010,Ergonomic Chair Cushion,3,2023-01-25,30.0,11378,UAE,90.0
110284,P1001,Wireless Mouse,1,2023-06-24,15.99,11096,Netherlands,15.99
110284,P1009,USB-C Hub,4,2024-06-06,45.0,10112,Netherlands,180.0
110284,P1007,Gaming Mousepad,3,2024-06-29,18.75,11151,United Kingdom,56.25
110284,P1007,Gaming Mousepad,3,2023-06-13,18.75,10470,India,56.25
110285,P1001,Wireless Mouse,1,2024-02-05,15.99,10286,Netherlands,15.99
110285,P1009,USB-C Hub,5,2024-06-07,45.0,10506,India,225.0
110286,P1008,External SSD 1TB,5,2023-07-27,140.0,10427,USA,700.0
110286,P1010,Ergonomic Chair Cushion,1,2024-08-31,30.0,11595,UAE,30.0
110286,P1005,HD Webcam,2,2023-04-29,65.0,11399,USA,130.0
110286,P1004,Noise Cancelling Headphones,1,2023-10-09,120.0,10221,India,120.0
110287,P1001,Wireless Mouse,4,2023-09-26,15.99,10792,USA,63.96
110288,P1009,USB-C Hub,4,2024-12-22,45.0,11156,France,180.0
110288,P1008,External SSD 1TB,2,2024-12-25,140.0,11433,United Kingdom,280.0
110288,P1002,USB Keyboard,5,2024-09-14,25.5,10763,Netherlands,127.5
110288,P1004,Noise Cancelling Headphones,4,2024-05-09,120.0,11412,Singapore,480.0
110289,P1004,Noise Cancelling Headphones,4,2023-08-03,120.0,10464,Germany,480.0
110289,P1007,Gaming Mousepad,3,2024-11-06,18.75,11293,India,56.25
110289,P1003,Laptop Stand,3,2024-12-09,35.0,11341,France,105.0
110290,P1008,External SSD 1TB,2,2023-12-25,140.0,10343,UAE,280.0
110291,P1007,Gaming Mousepad,4,2023-06-22,18.75,10832,United Kingdom,75.0
110292,P1010,Ergonomic Chair Cushion,1,2023-12-01,30.0,10359,France,30.0
110293,P1004,Noise Cancelling Headphones,5,2024-04-16,120.0,10703,United Kingdom,600.0
110293,P1009,USB-C Hub,2,2024-08-17,45.0,10732,United Kingdom,90.0
110293,P1006,Bluetooth Speaker,1,2024-05-20,55.0,10244,France,55.0
110294,P1003,Laptop Stand,1,2023-12-11,35.0,11102,France,35.0
110294,P1007,Gaming Mousepad,2,2023-04-24,18.75,10286,USA,37.5
110295,P1006,Bluetooth Speaker,2,2024-04-05,55.0,10612,Netherlands,110.0
110295,P1008,External SSD 1TB,4,2024-12-28,140.0,11781,India,560.0
110295,P1005,HD Webcam,5,2023-08-19,65.0,11764,Germany,325.0
110295,P1006,Bluetooth Speaker,4,2024-08-01,55.0,11646,Netherlands,220.0
110296,P1001,Wireless Mouse,1,2024-08-10,15.99,10872,Netherlands,15.99
110297,P1008,External SSD 1TB,4,2024-04-29,140.0,11686,Singapore,560.0
110298,P1001,Wireless Mouse,4,2024-07-31,15.99,11693,France,63.96
110299,P1003,Laptop Stand,5,2024-10-21,35.0,11048,UAE,175.0
110299,P1002,USB Keyboard,3,2023-02-09,25.5,11131,United Kingdom,76.5
110300,P1006,Bluetooth Speaker,5,2023-02-03,55.0,10258,United Kingdom,275.0
110300,P1008,External SSD 1TB,4,2024-10-23,140.0,10089,Singapore,560.0
110301,P1008,External SSD 1TB,3,2023-05-23,140.0,11677,UAE,420.0
110301,P1007,Gaming Mousepad,1,2024-08-31,18.75,10024,Germany,18.75
110301,P1007,Gaming Mousepad,5,2024-12-06,18.75,11833,USA,93.75
110302,P1008,External SSD 1TB,2,2023-06-12,140.0,10166,UAE,280.0
110302,P1005,HD Webcam,1,2023-04-08,65.0,10080,India,65.0
110303,P1003,Laptop Stand,3,2023-04-01,35.0,11976,USA,105.0
110303,P1002,USB Keyboard,1,2024-11-01,25.5,11047,Netherlands,25.5
110303,P1003,Laptop Stand,2,2023-06-30,35.0,10461,Germany,70.0
110303,P1003,Laptop Stand,2,2024-12-30,35.0,10692,United Kingdom,70.0
110304,P1007,Gaming Mousepad,5,2023-12-10,18.75,10378,Singapore,93.75
110304,P1001,Wireless Mouse,5,2024-11-27,15.99,11626,USA,79.95
110304,P1007,Gaming Mousepad,4,2023-03-06,18.75,10784,Netherlands,75.0
110305,P1006,Bluetooth Speaker,4,2023-08-31,55.0,11452,France,220.0
110305,P1010,Ergonomic Chair Cushion,1,2024-11-08,30.0,10189,USA,30.0
110305,P1002,USB Keyboard,2,2023-12-25,25.5,11387,Netherlands,51.0
110306,P1010,Ergonomic Chair Cushion,1,2024-12-26,30.0,10778,USA,30.0
110306,P1001,Wireless Mouse,3,2024-10-11,15.99,10269,Singapore,47.97
110306,P1009,USB-C Hub,3,2024-07-11,45.0,11931,Netherlands,135.0
110306,P1002,USB Keyboard,4,2023-10-10,25.5,11926,Singapore,102.0
110307,P1004,Noise Cancelling Headphones,1,2023-05-05,120.0,11266,India,120.0
110307,P1009,USB-C Hub,3,2024-07-07,45.0,10107,Germany,135.0
110307,P1009,USB-C Hub,4,2024-05-28,45.0,11124,India,180.0
110307,P1001,Wireless Mouse,1,2024-11-28,15.99,10800,France,15.99
110308,P1002,USB Keyboard,2,2023-10-02,25.5,10172,India,51.0
110308,P1002,USB Keyboard,3,2023-09-01,25.5,10815,India,76.5
110308,P1002,USB Keyboard,3,2024-10-12,25.5,11972,Singapore,76.5
110308,P1008,External SSD 1TB,2,2024-05-09,140.0,10304,Singapore,280.0
110309,P1008,External SSD 1TB,4,2024-02-02,140.0,10208,France,560.0
110309,P1010,Ergonomic Chair Cushion,3,2023-11-09,30.0,10913,USA,90.0
110309,P1008,External SSD 1TB,2,2024-05-09,140.0,10036,UAE,280.0
110310,P1004,Noise Cancelling Headphones,4,2023-02-13,120.0,10771,Singapore,480.0
110310,P1008,External SSD 1TB,5,2023-08-21,140.0,11698,USA,700.0
110310,P1007,Gaming Mousepad,4,2024-06-13,18.75,11592,Netherlands,75.0
110311,P1008,External SSD 1TB,3,2023-10-12,140.0,10080,Singapore,420.0
110311,P1001,Wireless Mouse,4,2023-01-30,15.99,11332,Singapore,63.96
110311,P1003,Laptop Stand,3,2024-05-29,35.0,10368,UAE,105.0
110312,P1010,Ergonomic Chair Cushion,4,2024-06-27,30.0,10631,USA,120.0
110312,P1006,Bluetooth Speaker,5,2024-11-19,55.0,10527,Germany,275.0
110312,P1001,Wireless Mouse,4,2024-12-27,15.99,10450,United Kingdom,63.96
110312,P1004,Noise Cancelling Headphones,5,2023-11-12,120.0,11618,Singapore,600.0
110313,P1009,USB-C Hub,3,2023-04-08,45.0,11532,Singapore,135.0
110313,P1007,Gaming Mousepad,4,2024-03-05,18.75,11554,Singapore,75.0
110313,P1001,Wireless Mouse,2,2024-05-03,15.99,11925,Singapore,31.98
110313,P1006,Bluetooth Speaker,5,2023-12-02,55.0,11490,USA,275.0
110314,P1006,Bluetooth Speaker,1,2024-11-20,55.0,11677,Singapore,55.0
110315,P1002,USB Keyboard,5,2024-01-25,25.5,11195,Germany,127.5
110315,P1006,Bluetooth Speaker,4,2024-08-14,55.0,11466,Netherlands,220.0
110316,P1010,Ergonomic Chair Cushion,5,2023-12-24,30.0,11494,Germany,150.0
110317,P1002,USB Keyboard,4,2023-05-28,25.5,10268,Singapore,102.0
110317,P1008,External SSD 1TB,3,2023-02-18,140.0,10744,United Kingdom,420.0
110317,P1007,Gaming Mousepad,3,2023-06-03,18.75,11756,India,56.25
110317,P1006,Bluetooth Speaker,2,2023-09-13,55.0,10567,Singapore,110.0
110318,P1010,Ergonomic Chair Cushion,1,2023-06-25,30.0,10574,France,30.0
110318,P1006,Bluetooth Speaker,3,2024-10-07,55.0,10702,France,165.0
110318,P1009,USB-C Hub,2,2024-07-18,45.0,11546,United Kingdom,90.0
110319,P1009,USB-C Hub,1,2024-03-18,45.0,10444,Germany,45.0
110319,P1010,Ergonomic Chair Cushion,2,2024-09-17,30.0,10625,France,60.0
110319,P1010,Ergonomic Chair Cushion,3,2023-12-02,30.0,10072,USA,90.0
110319,P1002,USB Keyboard,1,2024-06-28,25.5,11602,India,25.5
110320,P1003,Laptop Stand,3,2023-01-12,35.0,10731,Germany,105.0
110320,P1010,Ergonomic Chair Cushion,4,2024-04-06,30.0,11530,India,120.0
110321,P1007,Gaming Mousepad,1,2023-10-22,18.75,11609,UAE,18.75
110322,P1010,Ergonomic Chair Cushion,2,2023-09-01,30.0,10540,United Kingdom,60.0
110323,P1009,USB-C Hub,4,2023-05-10,45.0,10210,Germany,180.0
110323,P1006,Bluetooth Speaker,2,2023-11-29,55.0,11283,France,110.0
110323,P1001,Wireless Mouse,3,2023-06-21,15.99,10122,United Kingdom,47.97
110324,P1007,Gaming Mousepad,3,2024-09-01,18.75,10551,USA,56.25
110325,P1001,Wireless Mouse,4,2024-01-28,15.99,11406,USA,63.96
110326,P1005,HD Webcam,4,2024-02-19,65.0,10143,Singapore,260.0
110326,P1009,USB-C Hub,1,2023-12-01,45.0,11086,UAE,45.0
110326,P1010,Ergonomic Chair Cushion,2,2023-05-12,30.0,10280,Germany,60.0
110326,P1010,Ergonomic Chair Cushion,5,2024-07-28,30.0,10290,United Kingdom,150.0
110327,P1009,USB-C Hub,3,2024-11-16,45.0,10845,UAE,135.0
110328,P1001,Wireless Mouse,5,2023-06-09,15.99,11971,Germany,79.95
110329,P1006,Bluetooth Speaker,5,2023-12-03,55.0,11141,India,275.0
110330,P1003,Laptop Stand,4,2024-01-24,35.0,11797,Singapore,140.0
110330,P1009,USB-C Hub,2,2024-05-07,45.0,10268,USA,90.0
110330,P1003,Laptop Stand,5,2024-02-27,35.0,11236,Singapore,175.0
110331,P1002,USB Keyboard,2,2023-09-26,25.5,11992,France,51.0
110331,P1008,External SSD 1TB,4,2024-03-27,140.0,11212,France,560.0
110331,P1003,Laptop Stand,5,2023-09-08,35.0,11538,UAE,175.0
110332,P1005,HD Webcam,5,2024-09-30,65.0,10404,United Kingdom,325.0
110332,P1006,Bluetooth Speaker,3,2023-11-09,55.0,11860,Netherlands,165.0
110332,P1010,Ergonomic Chair Cushion,5,2024-04-27,30.0,11731,India,150.0
110332,P1010,Ergonomic Chair Cushion,1,2023-12-26,30.0,11028,Singapore,30.0
110333,P1001,Wireless Mouse,4,2023-10-07,15.99,10130,India,63.96
110334,P1007,Gaming Mousepad,1,2023-01-09,18.75,11582,Germany,18.75
110334,P1007,Gaming Mousepad,5,2023-01-07,18.75,10687,Singapore,93.75
110334,P1005,HD Webcam,5,2023-04-11,65.0,10723,Netherlands,325.0
110335,P1009,USB-C Hub,1,2023-12-22,45.0,11865,USA,45.0
110335,P1002,USB Keyboard,3,2023-05-11,25.5,11324,Netherlands,76.5
110335,P1005,HD Webcam,3,2024-08-06,65.0,11700,Netherlands,195.0
110336,P1002,USB Keyboard,1,2023-01-04,25.5,10643,India,25.5
110336,P1002,USB Keyboard,1,2023-06-19,25.5,10034,Germany,25.5
110336,P1009,USB-C Hub,4,2023-05-10,45.0,10337,UAE,180.0
110336,P1007,Gaming Mousepad,3,2024-09-07,18.75,10078,Singapore,56.25
110337,P1004,Noise Cancelling Headphones,2,2024-06-01,120.0,11793,United Kingdom,240.0
110337,P1008,External SSD 1TB,5,2024-07-22,140.0,11070,United Kingdom,700.0
110338,P1004,Noise Cancelling Headphones,5,2024-08-20,120.0,11852,Singapore,600.0
110339,P1001,Wireless Mouse,1,2024-10-04,15.99,10227,France,15.99
110339,P1010,Ergonomic Chair Cushion,2,2024-06-12,30.0,11789,Netherlands,60.0
110339,P1003,Laptop Stand,3,2023-11-26,35.0,10508,UAE,105.0
110340,P1010,Ergonomic Chair Cushion,3,2023-03-29,30.0,10854,UAE,90.0
110340,P1001,Wireless Mouse,3,2023-08-27,15.99,10133,UAE,47.97
110340,P1002,USB Keyboard,1,2023-12-26,25.5,10200,USA,25.5
110340,P1002,USB Keyboard,1,2023-02-08,25.5,10876,India,25.5
110341,P1007,Gaming Mousepad,5,2024-10-29,18.75,10984,Netherlands,93.75
110341,P1004,Noise Cancelling Headphones,5,2024-05-24,120.0,11064,France,600.0
110341,P1010,Ergonomic Chair Cushion,3,2023-04-04,30.0,11379,France,90.0
110341,P1009,USB-C Hub,5,2024-08-26,45.0,10629,Germany,225.0
110342,P1002,USB Keyboard,5,2024-01-23,25.5,10272,Netherlands,127.5
110342,P1009,USB-C Hub,3,2024-01-22,45.0,10217,USA,135.0
110342,P1006,Bluetooth Speaker,1,2024-01-16,55.0,11161,USA,55.0
110342,P1010,Ergonomic Chair Cushion,5,2023-04-07,30.0,11477,France,150.0
110343,P1008,External SSD 1TB,1,2023-01-16,140.0,10471,UAE,140.0
110343,P1007,Gaming Mousepad,2,2024-07-11,18.75,10106,USA,37.5
110343,P1008,External SSD 1TB,1,2023-08-10,140.0,10126,Netherlands,140.0
110344,P1009,USB-C Hub,4,2023-07-02,45.0,10239,India,180.0
110345,P1008,External SSD 1TB,4,2024-11-06,140.0,10995,India,560.0
110345,P1006,Bluetooth Speaker,3,2024-08-29,55.0,10743,Singapore,165.0
110346,P1008,External SSD 1TB,4,2024-07-01,140.0,11487,France,560.0
110347,P1008,External SSD 1TB,2,2023-06-13,140.0,10702,UAE,280.0
110347,P1002,USB Keyboard,1,2023-06-24,25.5,10104,Netherlands,25.5
110347,P1002,USB Keyboard,1,2024-01-29,25.5,11068,France,25.5
110347,P1001,Wireless Mouse,5,2023-01-28,15.99,10523,UAE,79.95
110348,P1010,Ergonomic Chair Cushion,5,2024-11-06,30.0,11992,India,150.0
110348,P1002,USB Keyboard,5,2023-10-15,25.5,10816,United Kingdom,127.5
110348,P1007,Gaming Mousepad,1,2024-09-13,18.75,10385,India,18.75
110348,P1003,Laptop Stand,1,2024-06-08,35.0,11531,India,35.0
110349,P1004,Noise Cancelling Headphones,5,2024-11-04,120.0,10597,France,600.0
110349,P1004,Noise Cancelling Headphones,1,2024-03-22,120.0,10144,France,120.0
110350,P1004,Noise Cancelling Headphones,2,2023-03-06,120.0,10442,France,240.0
110351,P1002,USB Keyboard,5,2024-12-20,25.5,10262,Netherlands,127.5
110351,P1006,Bluetooth Speaker,4,2024-04-19,55.0,10275,United Kingdom,220.0
110351,P1001,Wireless Mouse,5,2024-10-23,15.99,10227,Singapore,79.95
110351,P1005,HD Webcam,4,2024-11-01,65.0,11141,France,260.0
110352,P1002,USB Keyboard,3,2024-03-07,25.5,10955,India,76.5
110352,P1009,USB-C Hub,4,2023-05-30,45.0,10865,France,180.0
110352,P1002,USB Keyboard,2,2023-11-07,25.5,11737,India,51.0
110352,P1006,Bluetooth Speaker,1,2024-11-10,55.0,10828,India,55.0
110353,P1004,Noise Cancelling Headphones,2,2023-05-12,120.0,11225,Netherlands,240.0
110354,P1006,Bluetooth Speaker,3,2024-08-15,55.0,10188,Singapore,165.0
110354,P1002,USB Keyboard,2,2024-09-16,25.5,11772,France,51.0
110354,P1002,USB Keyboard,2,2023-05-10,25.5,11776,Netherlands,51.0
110354,P1007,Gaming Mousepad,3,2024-12-25,18.75,10620,France,56.25
110355,P1003,Laptop Stand,2,2023-03-18,35.0,11935,France,70.0
110356,P1003,Laptop Stand,3,2023-02-18,35.0,11766,France,105.0
110356,P1007,Gaming Mousepad,1,2024-02-15,18.75,11040,UAE,18.75
110356,P1008,External SSD 1TB,5,2023-05-02,140.0,10788,USA,700.0
110356,P1007,Gaming Mousepad,1,2024-07-25,18.75,11834,Singapore,18.75
110357,P1003,Laptop Stand,1,2024-03-26,35.0,11492,United Kingdom,35.0
110358,P1003,Laptop Stand,1,2023-09-11,35.0,11629,United Kingdom,35.0
110358,P1007,Gaming Mousepad,2,2024-05-19,18.75,10107,UAE,37.5
110359,P1003,Laptop Stand,1,2024-11-07,35.0,11408,India,35.0
110359,P1002,USB Keyboard,3,2023-09-10,25.5,10617,India,76.5
110359,P1007,Gaming Mousepad,3,2024-09-05,18.75,10010,USA,56.25
110359,P1003,Laptop Stand,3,2024-03-29,35.0,10246,Singapore,105.0
110360,P1005,HD Webcam,3,2023-10-10,65.0,11182,United Kingdom,195.0
110360,P1007,Gaming Mousepad,1,2023-03-18,18.75,10730,Netherlands,18.75
110361,P1002,USB Keyboard,4,2023-01-05,25.5,11404,Singapore,102.0
110361,P1008,External SSD 1TB,5,2023-11-04,140.0,10876,Germany,700.0
110361,P1002,USB Keyboard,4,2024-11-28,25.5,11856,United Kingdom,102.0
110361,P1004,Noise Cancelling Headphones,2,2024-06-20,120.0,11577,UAE,240.0
110362,P1004,Noise Cancelling Headphones,1,2023-09-05,120.0,10927,United Kingdom,120.0
110362,P1008,External SSD 1TB,4,2023-04-01,140.0,11258,Germany,560.0
110362,P1001,Wireless Mouse,1,2024-02-04,15.99,11542,UAE,15.99
110362,P1009,USB-C Hub,3,2024-03-07,45.0,11992,USA,135.0
110363,P1006,Bluetooth Speaker,2,2024-08-05,55.0,11132,Singapore,110.0
110363,P1004,Noise Cancelling Headphones,4,2024-08-01,120.0,11134,France,480.0
110363,P1006,Bluetooth Speaker,5,2023-05-23,55.0,10985,Netherlands,275.0
110364,P1006,Bluetooth Speaker,3,2024-04-09,55.0,11184,USA,165.0
110365,P1009,USB-C Hub,3,2023-11-13,45.0,10268,USA,135.0
110365,P1004,Noise Cancelling Headphones,2,2024-12-06,120.0,11158,United Kingdom,240.0
110366,P1008,External SSD 1TB,3,2023-04-20,140.0,11251,India,420.0
110366,P1001,Wireless Mouse,3,2023-07-16,15.99,11447,France,47.97
110367,P1006,Bluetooth Speaker,4,2024-04-28,55.0,11495,Singapore,220.0
110367,P1005,HD Webcam,3,2023-10-27,65.0,10845,United Kingdom,195.0
110368,P1003,Laptop Stand,2,2024-03-30,35.0,11608,France,70.0
110369,P1004,Noise Cancelling Headphones,1,2023-05-07,120.0,10212,UAE,120.0
110369,P1008,External SSD 1TB,2,2024-10-26,140.0,11988,India,280.0
110369,P1010,Ergonomic Chair Cushion,2,2023-08-23,30.0,10365,Singapore,60.0
110370,P1002,USB Keyboard,1,2023-04-27,25.5,10646,India,25.5
110370,P1008,External SSD 1TB,4,2023-08-05,140.0,10642,USA,560.0
110371,P1007,Gaming Mousepad,5,2024-07-31,18.75,10491,Singapore,93.75
110372,P1001,Wireless Mouse,5,2023-03-07,15.99,11367,France,79.95
110372,P1002,USB Keyboard,2,2024-10-11,25.5,10984,Germany,51.0
110372,P1007,Gaming Mousepad,4,2023-08-29,18.75,10633,Germany,75.0
110372,P1003,Laptop Stand,4,2024-01-30,35.0,11296,France,140.0
110373,P1002,USB Keyboard,4,2023-06-07,25.5,10138,France,102.0
110373,P1001,Wireless Mouse,4,2024-04-13,15.99,10103,France,63.96
